site_id,site_name,latitude,longitude,altitude,state,region
A805,SANTO AUGUSTO,-27.85444444,-53.7911111,489.67,RS,S
A806,FLORIANOPOLIS,-27.6025,-48.61999999,4.87,SC,S
A807,CURITIBA,-25.4486111,-49.23055554,922.91,PR,S
A808,TORRES,-29.35027777,-49.73333333,8.44,RS,S
A809,URUGUAIANA,-29.83999999,-57.08194443,74.29,RS,S
A810,SANTA ROSA,-27.89055555,-54.47999999,272.84,RS,S
A811,CANGUCU,-31.40333333,-52.70083333,446.81,RS,S
A812,CACAPAVA DO SUL,-30.54527777,-53.46694443,420.82,RS,S
A813,RIO PARDO,-29.87222221,-52.38194443,106.99,RS,S
A814,URUSSANGA,-28.53249999,-49.31527777,40.56,SC,S
A815,SAO JOAQUIM,-28.27555554,-49.93472221,1400.06,SC,S
A816,NOVO HORIZONTE,-26.40638888,-52.85027777,943.57,SC,S
A817,INDAIAL,-26.91361111,-49.26805554,72.24,SC,S
A818,IVAI,-25.01083333,-50.85388888,803.58,PR,S
A819,CASTRO,-24.77999999,-50.04638888,1016.0,PR,S
A820,MAL. CANDIDO RONDON,-24.53333333,-54.01916666,392.07,PR,S
A821,JOAQUIM TAVORA,-23.50527777,-49.94638888,512.67,PR,S
A822,NOVA TEBAS,-24.43388888,-51.95388888,660.0,PR,S
A823,INACIO MARTINS,-25.56777777,-51.07805554,1208.85,PR,S
A824,ICARAIMA,-23.39027777,-53.63583333,381.29,PR,S
A825,GOIOERE,-24.18388888,-53.04888888,481.0,PR,S
A826,ALEGRETE,-29.70916666,-55.52555554,120.88,RS,S
A827,BAGE,-31.34777777,-54.01333333,226.19,RS,S
A828,ERECHIM,-27.65777777,-52.30583333,777.08,RS,S
A829,SAO JOSE DOS AUSENTES,-28.7486111,-50.05777777,1228.59,RS,S
A830,SAO BORJA,-28.65,-56.01638888,81.08,RS,S
A831,QUARAI,-30.3686111,-56.43722221,113.05,RS,S
A832,SAO GABRIEL,-30.34138888,-54.31083333,114.89,RS,S
A833,SANTIAGO,-29.19166666,-54.88555555,390.03,RS,S
A834,TRAMANDAI,-30.01027777,-50.13583333,4.56,RS,S
A835,MARINGA,-23.40527777,-51.93277777,548.51,PR,S
A836,JAGUARAO,-32.53472221,-53.37583332,31.48,RS,S
A837,SOLEDADE,-28.85916666,-52.54249999,660.44,RS,S
A838,CAMAQUA,-30.80805555,-51.83416666,92.3,RS,S
A839,PASSO FUNDO,-28.22666666,-52.40361111,680.67,RS,S
A840,BENTO GONCALVES,-29.16444444,-51.53416666,623.27,RS,S
A841,JOACABA,-27.16916666,-51.55888888,767.63,SC,S
A842,NOVA FATIMA,-23.41527777,-50.57777777,664.31,PR,S
A843,DOIS VIZINHOS,-25.69916666,-53.09527777,545.95,PR,S
A844,LAGOA VERMELHA,-28.22249999,-51.51277777,833.83,RS,S
A845,BOM JARDIM DA SERRA - MORRO DA IGREJA,-28.12694443,-49.47972221,1790.38,SC,S
A846,FOZ DO IGUACU,-25.60194444,-54.48305554,235.09,PR,S
A848,DIONISIO CERQUEIRA,-26.286562,-53.633114,807.54,SC,S
A849,DIAMANTE DO NORTE,-22.63944444,-52.89027777,368.22,PR,S
A850,PARANAPOEMA,-22.65833333,-52.13444444,308.7,PR,S
A851,ITAPOA,-26.08138888,-48.64166666,6.18,SC,S
A852,SAO LUIZ GONZAGA,-28.41722221,-54.9625,245.5,RS,S
A853,CRUZ ALTA,-28.60333333,-53.6736111,426.69,RS,S
A854,FREDERICO WESTPHALEN,-27.39555555,-53.42944443,489.42,RS,S
A855,PLANALTO,-25.72194443,-53.74805555,399.1,PR,S
A856,PALMEIRA DAS MISSOES,-27.92027777,-53.31805554,614.11,RS,S
A857,SAO MIGUEL DO OESTE,-26.78638888,-53.51416666,647.0,SC,S
A858,XANXERE,-26.9386111,-52.39805555,878.74,SC,S
A859,CACADOR,-26.81916666,-50.98555555,944.26,SC,S
A860,CURITIBANOS,-27.2886111,-50.60416666,978.1,SC,S
A861,RIO DO CAMPO,-26.93749999,-50.14555555,591.67,SC,S
A862,RIO NEGRINHO,-26.2486111,-49.57416666,856.0,SC,S
A863,ITUPORANGA,-27.41833332,-49.64694444,479.79,SC,S
A864,MAJOR VIEIRA,-26.3936111,-50.36333333,799.58,SC,S
A865,LAGES,-27.80222222,-50.33555555,952.7,SC,S
A866,Laguna  - Farol de Santa Marta,-28.60444444,-48.81333333,34.36,SC,S
A867,ARARANGUA,-28.931353,-49.49792,2.0,SC,S
A868,ITAJAI,-26.95083333,-48.76194444,9.76,SC,S
A869,CIDADE GAUCHA,-23.35916666,-52.93194443,365.79,PR,S
A870,RANCHO QUEIMADO,-27.6786111,-49.04194444,881.0,SC,S
A871,JAPIRA,-23.77333332,-50.18055554,692.88,PR,S
A872,VENTANIA,-24.28027777,-50.21027777,1093.41,PR,S
A873,MORRETES,-25.50888888,-48.80861111,50.31,PR,S
A874,SAO MATEUS DO SUL,-25.83555555,-50.36888888,780.21,PR,S
A875,GENERAL CARNEIRO,-26.3986111,-51.35361111,1009.01,PR,S
A876,CLEVELANDIA,-26.41722221,-52.3486111,966.06,PR,S
A878,MOSTARDAS,-31.24833333,-50.90638888,3.82,RS,S
A879,CANELA,-29.36888888,-50.82722221,830.93,RS,S
A880,VACARIA,-28.51361111,-50.88277777,969.89,RS,S
A881,DOM PEDRITO,-31.0025,-54.61805554,150.0,RS,S
A882,TEUTONIA,-29.44916666,-51.82333332,81.0,RS,S
A883,IBIRUBA,-28.65333333,-53.11194444,455.27,RS,S
A884,CAMPO BOM,-29.67416666,-51.06416666,23.35,RS,S
A886,TUPANCIRETA,-29.08944444,-53.82666666,462.0,RS,S
A887,CAPAO DO LEAO (PELOTAS),-31.8025,-52.40722222,13.0,RS,S
A889,SAO VICENTE DO SUL,-29.70222222,-54.69444444,134.0,RS,S
A893,ENCRUZILHADA DO SUL,-30.54305555,-52.52472221,427.75,RS,S
A894,SERAFINA CORREA,-28.70472222,-51.87083332,485.29,RS,S
A895,CHAPECO,-27.0853111,-52.6357111,679.0,SC,S
A897,CAMBARA DO SUL,-29.04916666,-50.14972221,1017.0,RS,S
A898,CAMPOS NOVOS,-27.3886111,-51.21583333,963.0,SC,S
A899,Santa Vitoria do Palmar - Barra do Chui,-33.74222221,-53.37222221,7.41,RS,S
A901,CUIABA,-15.60694444,-56.06083333,184.0,MT,CO
A902,TANGARA DA SERRA,-14.65,-57.43166666,440.01,MT,CO
A903,S.J. DO RIO CLARO,-13.45388888,-56.67722221,339.59,MT,CO
A904,SORRISO,-12.555,-55.72277777,379.31,MT,CO
A905,CAMPO NOVO DOS PARECIS,-13.78583333,-57.8386111,525.41,MT,CO
A906,GUARANTA DO NORTE,-9.9525,-54.89777777,283.58,MT,CO
A907,RONDONOPOLIS,-16.4625,-54.58027777,289.88,MT,CO
A908,AGUA BOA,-14.01638888,-52.21166666,440.0,MT,CO
A909,ALTO ARAGUAIA,-17.33944444,-53.22444443,753.28,MT,CO
A910,APIACAS,-9.56333333,-57.3936111,217.75,MT,CO
A911,SAPEZAL,-13.30388888,-58.76333333,105.0,MT,CO
A912,CAMPO VERDE,-15.55888888,-55.17944443,747.0,MT,CO
A913,COMODORO,-13.70805555,-59.7625,576.87,MT,CO
A914,JUARA,-11.28027777,-57.52666666,263.43,MT,CO
A915,PARANATINGA,-14.42138888,-54.0361111,476.91,MT,CO
A916,QUERENCIA,-12.60305555,-52.1625,355.0,MT,CO
A917,SINOP,-11.98222221,-55.56611111,366.57,MT,CO
A919,COTRIGUACU,-9.90638888,-58.57222221,265.0,MT,CO
A920,JUINA,-11.37499999,-58.77472221,365.39,MT,CO
A921,SAO FELIX  DO ARAGUAIA,-11.61888888,-50.72777777,201.37,MT,CO
A922,VILA BELA DA SANTISSIMA TRINDADE,-15.06277777,-59.87305554,213.0,MT,CO
A923,PRIMAVERA DO LESTE,-15.57999999,-54.3811111,680.0,MT,CO
A924,ALTA FLORESTA,-10.07722221,-56.17916666,291.85,MT,CO
A925,PORTO VELHO,-8.7936111,-63.84583333,86.7,RO,N
A926,CARLINDA,-9.97055554,-55.82749999,293.71,MT,CO
A927,BRASNORTE (NOVO MUNDO),-12.52194443,-58.23138888,426.2,MT,CO
A928,NOVA MARINGA,-13.0386111,-57.09222221,334.36,MT,CO
A929,NOVA UBIRATA,-13.41111111,-54.75222222,466.48,MT,CO
A930,GAUCHA DO NORTE,-13.18472221,-53.2575,375.87,MT,CO
A931,SANTO ANTONIO DO LESTE,-14.92499999,-53.88444444,662.0,MT,CO
A932,GUIRATINGA,-16.34166666,-53.76611111,525.43,MT,CO
A933,ITIQUIRA,-17.17499999,-54.50166666,593.12,MT,CO
A934,ALTO TAQUARI,-17.8411111,-53.28944444,862.42,MT,CO
A935,PORTO ESTRELA,-15.32472221,-57.22583332,147.75,MT,CO
A936,SALTO DO CEU,-15.12472221,-58.12722221,300.83,MT,CO
A937,PONTES E LACERDA,-15.23444444,-59.3461111,272.53,MT,CO
A938,VILHENA,-12.73499999,-60.15777777,583.3,RO,N
A939,CACOAL,-11.44583333,-61.43416666,183.53,RO,N
A940,ARIQUEMES,-9.94888888,-62.96194444,128.44,RO,N
A941,CACERES,-16.07472221,-57.69305555,123.53,MT,CO
A942,SAO JOSE DO XINGU,-10.48416666,-52.37249999,300.0,MT,CO
A943,SERRA NOVA DOURADA,-11.98777777,-51.4261111,441.0,MT,CO
A944,ROSARIO OESTE,-14.82888888,-56.44194444,195.0,MT,CO
A945,BARRA DO GARCAS,-15.88472221,-52.22722221,304.0,MT,CO
A947,NOVO SANTO ANTONIO,-12.28805555,-50.97138888,205.0,MT,CO
A949,DIAMANTINO,-14.37777777,-56.37972221,317.0,MT,CO
A950,ITANHANGA,-12.23416666,-56.60222222,350.0,MT,CO
A954,COCALINHO,-14.38555555,-51.00972222,252.0,MT,CO
A955,LUCAS DO RIO VERDE,-13.07499999,-55.91138888,393.0,MT,CO
B803,CAMPINA DA LAGOA,-24.57083332,-52.80027777,598.0,PR,S
B804,LARANJEIRAS DO SUL,-25.37138888,-52.40083333,889.0,PR,S
B806,COLOMBO,-25.322464,-49.157733,950.0,PR,S
B807,PORTO ALEGRE- BELEM NOVO,-30.1861111,-51.17805554,3.3,RS,S
B809,SAPUCAIA DO SUL,-29.81388888,-51.15666666,23.0,RS,S
B810,PARQUE ELDORADO,-30.09666666,-51.67388888,50.0,RS,S
B811,SERTAO SANTANA,-30.49416666,-51.66333333,116.0,RS,S
B812,CHARQUEADAS,-29.96555555,-51.62555554,23.0,RS,S
B813,MINAS DO LEAO,-30.12444443,-52.05083333,54.0,RS,S
B814,MONTENEGRO,-29.75861111,-51.4361111,15.0,RS,S
B816,SANTA MARIA DO HERVAL,-29.47916666,-51.01333333,650.0,RS,S
B817,CAXIAS DO SUL - CRIUVA,-28.87416666,-50.97555554,857.0,RS,S
B819,ROLANTE,-29.65583333,-50.61805554,69.0,RS,S
B820,SAO FRANCISCO DE PAULA,-29.44222221,-50.56027777,886.0,RS,S
B821,SANTANA DA BOA VISTA,-30.85861111,-53.15555555,138.0,RS,S
B822,CACHOEIRA DO SUL,-30.01833332,-52.93888888,73.0,RS,S
B823,PINHEIRO MACHADO,-31.57472221,-53.38833333,419.0,RS,S
B825,PORTO ALEGRE - BELEM NOVO,-30.1861111,-51.17833332,3.3,RS,S
B826,HERVAL,-32.01277777,-53.40305555,331.0,RS,S
B827,BAGE - CENTRO,-31.30555555,-54.01333333,226.2,RS,S
B828,ACEGUA,-31.87472221,-54.11972221,271.0,RS,S
B829,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),-32.83583333,-52.6436111,2.0,RS,S
B830,SANTA VITORIA DO PALMAR (CENTRO),-33.53166666,-53.35027777,29.0,RS,S
B832,CAPAO DA CANOA,-29.68527777,-49.99305555,0.0,RS,S
B836,PALMARES DO SUL,-30.24916666,-50.50916666,4.0,RS,S
B839,SANTO ANTONIO DA PATRULHA,-29.81611111,-50.53333333,47.0,RS,S
C891,CRIOSFERA,-84.0,-79.49416666,1285.0,SP,SE
F501,BELO HORIZONTE - CERCADINHO,-19.97999999,-43.95861111,1199.55,MG,SE
S701,ANGELICA,-22.148083,-53.763736,347.0,MS,CO
S702,ARAL MOREIRA,-22.955,-55.6261111,605.0,MS,CO
S703,BANDEIRANTES,-19.94555555,-54.3686111,624.0,MS,CO
S704,BONITO,-21.24666666,-56.45055555,329.0,MS,CO
S705,BRASILANDIA,-21.29833333,-52.06888888,345.0,MS,CO
S706,CAARAPO,-22.657056,-54.819306,456.0,MS,CO
S707,CAMAPUA,-19.58749999,-54.02999999,540.0,MS,CO
S708,FATIMA DO SUL,-22.30861111,-54.32583332,340.0,MS,CO
S709,IGUATEMI,-23.64444444,-54.57027777,319.0,MS,CO
S710,ITAPORA,-22.092833,-54.798833,360.0,MS,CO
S711,LAGUNA CARAPA,-22.575389,-55.160333,499.0,MS,CO
S712,NOVA ALVORADA DO SUL,-21.450972,-54.341972,5.0,MS,CO
S713,NOVA ANDRADINA,-22.0786111,-53.46583333,372.0,MS,CO
S714,PEDRO GOMES,-18.07277777,-54.54888888,251.0,MS,CO
S715,RIBAS DO RIO PARDO,-20.466694,-53.763028,442.0,MS,CO
S716,SANTA RITA DO PARDO,-21.305889,-52.820375,383.0,MS,CO
S717,SELVIRIA,-20.35138888,-51.43027777,374.0,MS,CO
