site_id,site_name,latitude,longitude,altitude,country,municipality,area_classification,station_type,timezone,established_date,closed_date,network,network_code
BA0029A,SARAJEVO-BJ-AUTOMAT,43.8675,18.42306,630.0,Bosnia and Herzegovina,Centar Sarajevo,urban-centre,background,UTC+01,01/10/2001 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0031A,SKVER - MS1,44.54055,18.67334,220.0,Bosnia and Herzegovina,Tuzla,urban-centre,traffic,UTC+01,01/01/2004 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0032A,TUZLA1 - MS2,44.53472,18.66168,210.0,Bosnia and Herzegovina,Tuzla,urban-periphery,traffic,UTC+01,01/01/2004 00:00:00,,Kanton Tuzla Network,net-ba003a
BA0034A,BANJA LUKA-AUTOMATSKA STANICA,44.79694,17.19667,153.0,Bosnia and Herzegovina,Banja Luka,urban-centre,background,UTC+01,01/10/2001 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0037A,ZENICA - CENTAR,44.199,17.9127,318.0,Bosnia and Herzegovina,Zenica,urban-centre,background,UTC+01,01/01/2015 00:00:00,,Zenica Municipality Network,net-ba004a
BA0038A,ZENICA - TETOVO,44.2254,17.8911,336.0,Bosnia and Herzegovina,Zenica,urban-periphery,industrial,UTC+01,01/01/2015 00:00:00,,Zenica Municipality Network,net-ba004a
BA0039A,ZENICA - RADAKOVO,44.1952,17.932,332.0,Bosnia and Herzegovina,Zenica,urban-centre,background,UTC+01,01/01/2015 00:00:00,,Zenica Municipality Network,net-ba004a
BA0040A,JAJCE - HARMANI,44.343,17.2679,421.0,Bosnia and Herzegovina,Jajce,urban-centre,background,UTC+01,01/01/2015 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0041A,GORAZDE - RASADNIK,43.6616,18.9775,361.0,Bosnia and Herzegovina,Gorazde,urban-periphery,background,UTC+01,01/01/2015 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0042A,SARAJEVO - OTOKA,43.8484,18.3637,512.0,Bosnia and Herzegovina,Novi Grad Sarajevo,urban-centre,background,UTC+01,01/01/2015 00:00:00,,Kanton Sarajevo Network,net-ba002a
BA0043A,SARAJEVO - ILIDZA,43.8301,18.3111,498.0,Bosnia and Herzegovina,Ilidza Sarajevo,urban-centre,background,UTC+01,01/01/2015 00:00:00,,Kanton Sarajevo Network,net-ba002a
BA0044A,TUZLA - BUKINJE,44.5237,18.6002,215.0,Bosnia and Herzegovina,Tuzla,urban-periphery,industrial,UTC+01,01/01/2015 00:00:00,,Kanton Tuzla Network,net-ba003a
BA0045A,LUKAVAC - CENTAR,44.5332,18.5347,187.0,Bosnia and Herzegovina,Lukavac,urban-centre,industrial,UTC+01,01/01/2015 00:00:00,,Kanton Tuzla Network,net-ba003a
BA0046A,ZIVINICE - CENTAR,44.4541,18.6485,215.0,Bosnia and Herzegovina,Zivinice,urban-centre,industrial,UTC+01,01/01/2015 00:00:00,,Kanton Tuzla Network,net-ba003a
BA0047A,BROD-RAFINERIJA,45.07,17.59,88.0,Bosnia and Herzegovina,Brod,urban-centre,industrial,UTC+01,11/11/2013 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0048A,PRIJEDOR-AUTOMATSKA STANICA,44.97,16.71,133.0,Bosnia and Herzegovina,Prijedor,urban-centre,background,UTC+01,01/01/2016 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0049A,SARAJEVO - VIJECNICA,43.859,18.4348,553.0,Bosnia and Herzegovina,Stari grad Sarajevo,urban-centre,background,UTC+01,01/01/2017 00:00:00,,Kanton Sarajevo Network,net-ba002a
BA0050A,SARAJEVO - ILIJAS,43.96,18.2693,459.0,Bosnia and Herzegovina,Ilijas,urban-centre,background,UTC+01,01/12/2017 00:00:00,,Kanton Sarajevo Network,net-ba002a
BA0051A,ZENICA - VRANDUK,44.29,17.91,361.0,Bosnia and Herzegovina,Zenica,rural-regional,background,UTC+01,01/01/2019 00:00:00,,Zenica Municipality Network,net-ba004a
BA0052A,KAKANJ - DOBOJ,44.11,18.12,381.0,Bosnia and Herzegovina,Kakanj,urban-periphery,industrial,UTC+01,01/01/2019 00:00:00,,Kakanj Municipality Network,net-ba005a
BA0053A,GACKO,43.16458,18.53579,954.0,Bosnia and Herzegovina,Gacko,urban-periphery,background,UTC+01,09/11/2011 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0054A,MAGLAJ,44.54,18.1,176.0,Bosnia and Herzegovina,Maglaj,urban-centre,background,UTC+01,01/01/2019 00:00:00,,Zenica Municipality Network,net-ba004a
BA0055A,VISOKO,43.99,18.18,426.0,Bosnia and Herzegovina,Visoko,urban-centre,background,UTC+01,01/01/2019 00:00:00,,Zenica Municipality Network,net-ba004a
BA0056A,TESANJ,44.6196,17.9912,246.0,Bosnia and Herzegovina,Tesanj,urban-centre,background,UTC+01,01/01/2020 00:00:00,,Zenica Municipality Network,net-ba004a
BA0057A,LIVNO,43.8225,17.001,722.0,Bosnia and Herzegovina,Livno,urban-centre,background,UTC+01,01/06/2021 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0058A,BIHAC,44.8077,15.8664,244.0,Bosnia and Herzegovina,Bihac,urban-centre,background,UTC+01,01/06/2021 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0059A,UGLJEVIK-TE,44.684,18.9695,159.0,Bosnia and Herzegovina,Ugljevik,urban-periphery,industrial,UTC+01,01/01/2010 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0060A,SARAJEVO - HADZICI,43.823,18.201,557.0,Bosnia and Herzegovina,Hadzici Sarajevo,urban-centre,background,UTC+01,01/11/2021 00:00:00,,Kanton Sarajevo Network,net-ba002a
BA0061A,SARAJEVO - VOGOSCA,43.9,18.342,497.0,Bosnia and Herzegovina,Vogosca Sarajevo,urban-centre,background,UTC+01,01/08/2022 00:00:00,,Kanton Sarajevo Network,net-ba002a
BA0062A,TRAVNIK,44.225,17.667,507.0,Bosnia and Herzegovina,Travnik,urban-centre,background,UTC+01,01/05/2022 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0063A,TREBINJE,42.714,18.334,301.0,Bosnia and Herzegovina,Trebinje,urban-centre,background,UTC+01,01/06/2021 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0065A,BANJA LUKA - LAZAREVO,44.798,17.204,153.0,Bosnia and Herzegovina,Banja Luka,urban-centre,traffic,UTC+01,07/06/2021 00:00:00,,Republic of Srpska  Hydrometeorological Institute Network,net-ba001b
BA0066A,KAKANJ CENTAR,44.124,18.115,388.0,Bosnia and Herzegovina,Kakanj,urban-centre,traffic,UTC+01,12/12/2022 00:00:00,,Zenica Municipality Network,net-ba004a
BA0067A,MOSTAR,43.348,17.794,97.0,Bosnia and Herzegovina,Mostar,urban-centre,background,UTC+01,12/12/2022 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0068A,TUZLA TRNOVAC,44.542,18.689,299.0,Bosnia and Herzegovina,Tuzla,urban-periphery,background,UTC+01,01/10/2022 00:00:00,,Federal Hydrometeorological Institute Network,net-ba001a
BA0069A,VARES,44.157,18.325,821.0,Bosnia and Herzegovina,VARES,urban-centre,background,UTC+01,12/12/2022 00:00:00,,Zenica Municipality Network,net-ba004a
BA0070A,KAKANJ CENTAR,44.123,18.115,385.0,Bosnia and Herzegovina,KAKANJ,urban-centre,background,UTC+01,01/01/2023 00:00:00,,Zenica Municipality Network,net-ba004a
BEB0041,200041 - NIVELLES,50.59768,4.32355,0.0,Belgium,NIVELLES,urban-periphery,background,UTC,01/11/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0201,200201 - LIEGE,50.66425,5.57716,0.0,Belgium,LIEGE,urban-periphery,background,UTC,01/01/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0202,200202 - LIEGE,50.64512,5.55787,100.0,Belgium,Liège,urban-centre,background,UTC,01/01/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0206,200206 - LIEGE,50.61391,5.57616,65.0,Belgium,Liège,urban-periphery,background,UTC,01/01/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0208,200208 - LIEGE,50.61287,5.56313,0.0,Belgium,LIEGE,urban-periphery,background,UTC,01/01/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0213,200213 - EMBOURG,50.59197,5.61062,0.0,Belgium,EMBOURG,urban-periphery,background,UTC,01/01/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0214,200214 - HERSTAL,50.66529,5.63194,70.0,Belgium,Herstal,urban-centre,background,UTC,01/02/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0216,200216 - MONTEGNEE,50.64145,5.5196,0.0,Belgium,MONTEGNEE,urban-periphery,background,UTC,01/02/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0218,200218 - SERAING,50.5964,5.51144,125.0,Belgium,Seraing,urban-centre,background,UTC,01/01/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0220,200220 - JUPILLE,50.64233,5.63486,0.0,Belgium,JUPILLE,urban-periphery,background,UTC,01/06/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0225,200225 - STOCKAY.SG,50.58092,5.35545,200.0,Belgium,Saint-Georges-sur-Meuse,urban-periphery,background,UTC,01/09/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0226,200226 - ENGIS,50.58518,5.41301,80.0,Belgium,Engis,urban-periphery,background,UTC,01/06/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0227,200227 - AWIRS,50.5989,5.40767,90.0,Belgium,Flémalle,urban-periphery,background,UTC,01/06/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0231,200231 - CHAUDFONTAINE,50.58703,5.65174,0.0,Belgium,CHAUDFONTAINE,urban-periphery,background,UTC,01/06/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0236,200236 - SPA-SAUVENIERE,50.47824,5.91018,0.0,Belgium,SPA-SAUVENIERE,urban-periphery,background,UTC,01/06/1970 00:00:00,,Wallonia,NET-Wallonia
BEB0305,200305 - HALANZY,49.55981,5.74331,0.0,Belgium,HALANZY,urban-periphery,background,UTC,01/11/1973 00:00:00,,Wallonia,NET-Wallonia
BEB0310,200310 - OFFAGNE,49.87713,5.20239,430.0,Belgium,OFFAGNE,urban-periphery,background,UTC,01/07/1991 00:00:00,,Wallonia,NET-Wallonia
BEB0401,200401 - DOURBES,50.09894,4.59866,0.0,Belgium,DOURBES,urban-periphery,background,UTC,01/06/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0412,200412 - GEMBLOUX,50.56305,4.69902,0.0,Belgium,GEMBLOUX,urban-periphery,background,UTC,01/05/1991 00:00:00,,Wallonia,NET-Wallonia
BEB0501,200501 - GILLY,50.42143,4.47626,0.0,Belgium,GILLY,urban-periphery,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0504,200504 - CHARLEROI,50.39204,4.46916,102.0,Belgium,Charleroi,urban-periphery,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0505,200505 - CHARLEROI,50.39826,4.44596,110.0,Belgium,Charleroi,urban-periphery,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0506,200506 - M.S.MARCHIE,50.39028,4.40517,130.0,Belgium,Charleroi,urban-periphery,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0509,200509 - CHARLEROI,50.41246,4.44388,120.0,Belgium,Charleroi,urban-centre,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0513,200513 - ROUX,50.44143,4.39254,0.0,Belgium,ROUX,urban-periphery,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0514,200514 - JUMET,50.44268,4.43337,165.0,Belgium,Charleroi,urban-periphery,background,UTC,01/03/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0517,200517 - HERSEAUX,50.7222,3.23337,0.0,Belgium,HERSEAUX,urban-periphery,background,UTC,01/10/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0519,200519 - PLOEGSTEERT,50.72622,2.88012,0.0,Belgium,PLOEGSTEERT,urban-periphery,background,UTC,01/03/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0520,200520 - PERUWELZ,50.50789,3.59081,30.0,Belgium,Péruwelz,urban-periphery,background,UTC,01/12/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0522,200522 - MONS,50.46506,3.939,45.0,Belgium,Mons,urban-centre,background,UTC,01/12/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0523,200523 - SOIGNIES,50.57955,4.06836,0.0,Belgium,SOIGNIES,urban-periphery,background,UTC,01/12/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0525,200525 - LA LOUVIERE,50.47527,4.18278,0.0,Belgium,LA LOUVIERE,urban-periphery,background,UTC,01/01/1970 00:00:00,,Wallonia,NET-Wallonia
BEB0529,200529 - BEAUMONT,50.24519,4.23275,0.0,Belgium,BEAUMONT,urban-periphery,background,UTC,01/12/1968 00:00:00,,Wallonia,NET-Wallonia
BEB0531,200531 - TOURNAI,50.61192,3.37865,30.0,Belgium,Tournai,urban-centre,background,UTC,01/03/1969 00:00:00,,Wallonia,NET-Wallonia
BEB0535,200535 - GOSSELIES,50.45813,4.45578,0.0,Belgium,GOSSELIES,urban-periphery,background,UTC,01/04/1970 00:00:00,,Wallonia,NET-Wallonia
BEBB104,21B004 - STE.CATHERI,50.85081,4.34859,15.0,Belgium,Brussel=Bruxelles,urban-centre,background,UTC,01/12/2003 00:00:00,,Brussels,NET-Brussels
BEBFR02,2FR002 - IXELLES,50.82513,4.38472,70.0,Belgium,Elsene=Ixelles,urban-periphery,traffic,UTC,01/04/1994 00:00:00,,Brussels,NET-Brussels
BEBMEU1,21MEU1 - MEUDON,50.8951,4.39272,50.0,Belgium,Brussel=Bruxelles,urban-periphery,background,UTC,01/03/1998 00:00:00,,Brussels,NET-Brussels
BEBR112,21R012 - IRM-KMI,50.79663,4.35854,100.0,Belgium,Ukkel=Uccle,urban-periphery,background,UTC,01/01/1995 00:00:00,,Brussels,NET-Brussels
BEDDD02,65DDD02 - DUDZELE,51.26638,3.22163,0.0,Belgium,Dudzele,rural,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDEG05,65EG05 - RIEME,51.17406,3.78606,0.0,Belgium,Rieme (Evergem),urban-centre,background,UTC,01/01/2019 00:00:00,,Flanders,NET-Flanders
BEDGI04,65GI04 - GRIMBERGEN,50.93522,4.40224,0.0,Belgium,Grimbergen,urban-periphery,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDGI05,"65GI05 - GRIMBERGEN
",50.94816,4.41891,0.0,Belgium,Grimbergen,urban-periphery,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDGN78,65GN78 - GENT,51.08569,3.72641,0.0,Belgium,Gent,urban-centre,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDGN80,65GN80 - GENT,51.08694,3.72313,0.0,Belgium,Gent,urban-centre,background,UTC,01/08/2020 00:00:00,,Flanders,NET-Flanders
BEDGN81,65GN81 - GENT,51.08716,3.72762,0.0,Belgium,Gent,urban-centre,background,UTC,01/08/2020 00:00:00,,Flanders,NET-Flanders
BEDHB17,"65HB17 - HOBOKEN
",51.1703,4.33786,0.0,Belgium,Hoboken (Antwerpen),urban-centre,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDHZ02,"65HZ02 - HEUZDEN-ZOLDER
",50.99432,5.24769,0.0,Belgium,Heusden-Zolder,urban-periphery,industrial,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDN029,65N029 - HOUTEM,51.01628,2.58232,0.0,Belgium,Houtem (W.-Vl.),rural,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDNE02,"65NE02 - NIEL
",51.09897,4.33531,0.0,Belgium,Niel,rural,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDR750,65R750 - Zelzate,51.19606,3.82292,6.0,Belgium,Zelzate,urban-periphery,industrial,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDR802,65R802 - BORGERHOUT,51.20944,4.43166,0.0,Belgium,Borgerhout (Antwerpen),urban-centre,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDSZ02,"65DZ02 - WONTERGEM
",50.98919,3.45062,0.0,Belgium,Wontergem,rural,background,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEDZL06,65ZL06 - ZELZATE,51.20867,3.81127,0.0,Belgium,Zelzate,urban-periphery,industrial,UTC,01/01/2016 00:00:00,,Flanders,NET-Flanders
BEGR801,26R801 - BORGERHOUT,51.20966,4.43182,6.0,Belgium,Antwerpen,urban-centre,background,UTC,01/01/2017 00:00:00,,Flanders,NET-Flanders
BEGRT01,26RT01 - Retie,51.23086,5.0533,23.0,Belgium,Retie,rural,background,UTC,01/01/2009 00:00:00,,Flanders,NET-Flanders
BELAL02,40AL02 - BEVEREN,51.30456,4.23479,4.0,Belgium,Beveren,rural,industrial,UTC,01/01/2011 00:00:00,,Flanders,NET-Flanders
BELAL03,40AL03 - BEVEREN,51.25397,4.20155,4.0,Belgium,Beveren,rural,industrial,UTC,01/04/2017 00:00:00,,Flanders,NET-Flanders
BELAL04,40AL04 - BEVEREN,51.29069,4.29329,8.0,Belgium,Beveren,urban-periphery,industrial,UTC,01/07/2017 00:00:00,,Flanders,NET-Flanders
BELAL05,40AL05 - BEVEREN,51.26314,4.27889,8.0,Belgium,Beveren,rural,industrial,UTC,01/01/2011 00:00:00,,Flanders,NET-Flanders
BELAT44,40AT44 - ANTWERPEN,51.28834,4.35263,7.0,Belgium,ANTWERPEN,urban-centre,background,UTC,25/01/2018 00:00:00,,Flanders,NET-Flanders
BELG100,40G100 - Sint-Kruiswinkel,51.14537,3.77628,0.0,Belgium,Gent,urban-periphery,industrial,UTC,01/08/2024 00:00:00,,Flanders,NET-Flanders
BELGK37,40GK37 - Sledderloo,50.93175,5.52109,0.0,Belgium,Genk,urban-periphery,industrial,UTC,16/01/2024 00:00:00,,Flanders,NET-Flanders
BELHB23,40HB23 - HOBOKEN,51.17029,4.34093,13.0,Belgium,Antwerpen,urban-periphery,industrial,UTC,01/05/2003 00:00:00,,Flanders,NET-Flanders
BELHH08,42HH08 - HOUTHALEN-HELCHTEREN,51.03158,5.37637,0.0,Belgium,HOUTHALEN-HELCHTEREN,rural,traffic,UTC,05/03/2019 00:00:00,,Flanders,NET-Flanders
BELLD02,40LD02 - LAAKDAL,51.12137,5.02167,22.0,Belgium,Geel,rural,industrial,UTC,01/01/2003 00:00:00,,Flanders,NET-Flanders
BELLM07,40LM07 - LOMMEL,51.21494,5.25741,2.0,Belgium,Lommel,rural,industrial,UTC,11/01/2021 00:00:00,,Flanders,NET-Flanders
BELMN01,40MN01 - MENEN,50.79355,3.10965,10.0,Belgium,Menen,rural,industrial,UTC,01/02/2003 00:00:00,,Flanders,NET-Flanders
BELRL01,40RL01 - ROESELARE,50.95337,3.12108,20.0,Belgium,Roeselare,urban-centre,background,UTC,01/06/2005 00:00:00,,Flanders,NET-Flanders
BELSA04,40SA04 - Hoevenen,51.31393,4.40387,6.0,Belgium,Hoevenen,rural,industrial,UTC,02/07/2012 00:00:00,,Flanders,NET-Flanders
BELSA08,40SA08 - STABROEK,51.3266,4.36324,0.0,Belgium,Stabroek,urban-periphery,industrial,UTC,17/12/2020 00:00:00,,Flanders,NET-Flanders
BELSZ05,40SZ05 - STEENOKKERZ,50.91665,4.51518,0.0,Belgium,Steenokkerzeel,urban-periphery,background,UTC,14/01/2021 00:00:00,,Flanders,NET-Flanders
BELWZ02,40WZ02 - MOL,51.1928,5.22153,40.0,Belgium,Mol,rural,industrial,UTC,01/09/1995 00:00:00,,Flanders,NET-Flanders
BELZB07,40ZB07 - Zeebrugge,51.32178,3.21821,3.0,Belgium,Brugge,rural,industrial,UTC,08/10/2024 00:00:00,,Flanders,NET-Flanders
BELZB08,40ZB08 - ZEEBRUGGE,51.3304,3.2126,3.0,Belgium,ZEEBRUGGE,urban-periphery,industrial,UTC,01/01/2025 00:00:00,,Flanders,NET-Flanders
BELZL01,40ZL01 - ZELZATE,51.20314,3.8084,6.0,Belgium,Zelzate,urban-periphery,industrial,UTC,01/06/2001 00:00:00,,Flanders,NET-Flanders
BEM5K01,05KK01 - KOKSIJDE,51.12092,2.65854,6.0,Belgium,Koksijde,urban-periphery,background,UTC,01/01/2009 00:00:00,,Flanders,NET-Flanders
BEMAND1,0AND01 - ANDENNE,50.49719,5.04202,90.0,Belgium,Andenne,urban-periphery,industrial,UTC,01/01/2008 00:00:00,,Wallonia,NET-Wallonia
BEMAND3,01AND3 - ANDERLECHT,50.81998,4.31155,20.0,Belgium,Anderlecht,urban-periphery,background,UTC,01/05/2001 00:00:00,,Brussels,NET-Brussels
BEMATH1,0ATH01 - ATH,50.63512,3.77523,32.0,Belgium,Ath,urban-centre,industrial,UTC,01/01/2008 00:00:00,,Wallonia,NET-Wallonia
BEMBE01,00BE01 - BEERSE,51.32397,4.82133,29.0,Belgium,Beerse,urban-periphery,industrial,UTC,01/04/2002 00:00:00,,Flanders,NET-Flanders
BEMBE02,00BE02 - BEERSE,51.33208,4.80282,29.0,Belgium,Beerse,urban-periphery,industrial,UTC,01/01/2004 00:00:00,,Flanders,NET-Flanders
BEMBE07,00BE07 - BEERSE,51.32506,4.82174,35.0,Belgium,Beerse,urban-periphery,industrial,UTC,01/06/2005 00:00:00,,Flanders,NET-Flanders
BEMBE08,00BE08 - BEERSE,51.32075,4.82438,29.0,Belgium,Beerse,urban-periphery,industrial,UTC,01/01/2006 00:00:00,,Flanders,NET-Flanders
BEMBE15,00BE15 - BEERSE,51.32219,4.82403,28.0,Belgium,Beerse,urban-periphery,background,UTC,02/09/2011 00:00:00,,Flanders,NET-Flanders
BEMBE16,00BE16 - BEERSE,51.3261,4.82419,28.0,Belgium,Beerse,urban-periphery,background,UTC,01/06/2014 00:00:00,,Flanders,NET-Flanders
BEMBR01,00BR01 - BERENDRECHT,51.34248,4.30648,0.0,Belgium,BERENDRECHT,urban-periphery,background,UTC,01/01/2001 00:00:00,,Flanders,NET-Flanders
BEMBV16,00BV16 - KALLO,51.28556,4.28762,10.0,Belgium,Antwerpen,urban-centre,background,UTC,30/05/2024 00:00:00,,Flanders,NET-Flanders
BEMCHA1,0CHA01 - CHARLEROI,50.40931,4.45217,115.0,Belgium,Charleroi,urban-centre,background,UTC,01/01/2008 00:00:00,,Wallonia,NET-Wallonia
BEMCHA2,0CHA02 - LODELINSART,50.429,4.45868,135.0,Belgium,Charleroi,urban-periphery,background,UTC,01/01/2009 00:00:00,,Wallonia,NET-Wallonia
BEMEG05,00EG05 - EVERGEM,51.17405,3.78608,10.0,Belgium,Evergem,urban-centre,background,UTC,01/01/2021 00:00:00,,Flanders,NET-Flanders
BEMENG1,0ENG01 - ENGIS,50.58361,5.39745,135.0,Belgium,Engis,urban-periphery,industrial,UTC,01/01/2008 00:00:00,,Wallonia,NET-Wallonia
BEMGK04,00GK04 - GENK,50.9323,5.5181,83.0,Belgium,Genk,urban-periphery,industrial,UTC,22/03/2006 00:00:00,,Flanders,NET-Flanders
BEMGK05,00GK05 - GENK,50.94049,5.52684,83.0,Belgium,Genk,urban-periphery,industrial,UTC,28/03/2006 00:00:00,,Flanders,NET-Flanders
BEMGK12,00GK12 - GENK,50.93589,5.52317,45.0,Belgium,Genk,urban-periphery,industrial,UTC,01/05/2009 00:00:00,,Flanders,NET-Flanders
BEMGK13,00GK13 - GENK,50.93258,5.53142,45.0,Belgium,Genk,urban-periphery,industrial,UTC,01/05/2009 00:00:00,,Flanders,NET-Flanders
BEMGK37,Sledderlo,50.93175,5.52109,0.0,Belgium,Genk,urban-periphery,industrial,UTC,01/10/2023 00:00:00,,Flanders,NET-Flanders
BEMGN99,00GN99 - GENT,51.11223,3.74341,10.0,Belgium,Gent,urban-centre,background,UTC,17/07/2024 00:00:00,,Flanders,NET-Flanders
BEMH201,00H201 - LIEGE,50.62499,5.54746,160.0,Belgium,Saint-Nicolas,urban-periphery,background,UTC,01/01/2013 00:00:00,,Wallonia,NET-Wallonia
BEMHB03,00HB03 - HOBOKEN,51.17141,4.33839,10.0,Belgium,Antwerpen,urban-centre,background,UTC,13/02/2024 00:00:00,,Flanders,NET-Flanders
BEMHB17,00HB17 - HOBOKEN,51.1703,4.33786,10.0,Belgium,Antwerpen,urban-periphery,industrial,UTC,01/01/2003 00:00:00,,Flanders,NET-Flanders
BEMHB18,00HB18 - HOBOKEN,51.17388,4.34412,10.0,Belgium,Antwerpen,urban-periphery,industrial,UTC,01/01/2003 00:00:00,,Flanders,NET-Flanders
BEMHB19,00HB19 - HOBOKEN,51.16788,4.34671,16.0,Belgium,Antwerpen,urban-periphery,industrial,UTC,01/01/2004 00:00:00,,Flanders,NET-Flanders
BEMHB23,0HOB23 - HOBOKEN,51.1703,4.34101,10.0,Belgium,Antwerpen,urban-centre,background,UTC,01/01/2003 00:00:00,,Flanders,NET-Flanders
BEMHB24,0HOB24 - HOBOKEN,51.17999,4.36275,10.0,Belgium,Antwerpen,urban-centre,background,UTC,01/04/2002 00:00:00,,Flanders,NET-Flanders
BEMHZ02,00HZ02 - HEUSDEN-ZOLDER,50.99432,5.24769,10.0,Belgium,Heusden-Zolder,urban-centre,background,UTC,17/07/2024 00:00:00,,Flanders,NET-Flanders
BEMIHE3,0IHE03 - COURONNE,50.82531,4.38436,90.0,Belgium,Etterbeek,urban-periphery,background,UTC,01/01/1980 00:00:00,,Brussels,NET-Brussels
BEMJMP1,0JMP01 - JEMEPPE,50.62067,5.5164,80.0,Belgium,Seraing,urban-periphery,industrial,UTC,01/01/2008 00:00:00,,Wallonia,NET-Wallonia
