variable,native_name,unit,coordinate_time,coordinate_lat,coordinate_lon,coordinate_lev,description
PM10,PM10,ug/m3,time,latitude,longitude,unknown,Particulate Matter < 10 micrometers
PM2.5,PM2.5,ug/m3,time,latitude,longitude,unknown,Particulate Matter < 2.5 micrometers
